"unique_id","province","territory","locality","place","axe","source","month","month_text","date_incident","type_incident","category","sub_category","num_missing","num_injured","num_deaths"
273,"Nord Kivu","Masisi","Masisi","Lieu public","Sake - Masisi ","WVI","10-Dec","December-2010","12/17/10","Pillage","Vol de rue",,0,0,0
274,"Nord Kivu","Rutshuru","Kiwanja","Voie publique","Kiwanja - Rutshuru","MSF-F","10-Dec","December-2010","12/17/10","Pillage","Vol de rue","Avec violence physique",0,0,0
275,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Domicile","Goma","Helpage International","10-Dec","December-2010","12/21/10",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
276,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","OCHA","10-Dec","December-2010","12/25/10",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
277,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Domicile","Goma","UNDSS","11-Jan","January-2011","1/8/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
278,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","UNDSS","11-Jan","January-2011","1/13/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
279,"Nord Kivu","Rutshuru","Luve","Voie publique","Katsiru - Nyanzale","UNDSS","11-Jan","January-2011","1/17/11",,"Vol de rue","Sans violence physique",0,0,0
280,"Nord Kivu","Rutshuru","Katwiguru","Voie publique","Kiwanja - Nyamilima","CICR","11-Jan","January-2011","1/19/11",,"Vol de rue","Sans violence physique",0,0,0
281,"Nord Kivu","Lubero","Timbo Timbo","Voie publique","Luofu - Mbughavinwa","WHH (ex AAA)","11-Jan","January-2011","1/20/11",,"Securite des vehicules","Detournement arme",0,0,0
282,"Nord Kivu","Communes of Goma","Quartier Katindo gauche","Bureau","Goma","SAP","11-Jan","January-2011","1/22/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
283,"Nord Kivu","Rutshuru","Ngoholo","Voie publique","Birambizo - Katsiru - Mweso","NRC","11-Jan","January-2011","1/25/11",,"Vol de rue","Sans violence physique",0,0,0
284,"Nord Kivu","Rutshuru","Nyanzale","Voie publique","Katsiru - Nyanzale","MSF-F","11-Jan","January-2011","1/25/11",,"Vol de rue","Sans violence physique",0,0,0
285,"Nord Kivu","Rutshuru","Gombe","Voie publique","Kiwanja - Nyamilima","MERLIN","11-Jan","January-2011","1/31/11",,"Vol de rue","Sans violence physique",0,0,0
286,"Nord Kivu","Communes of Goma","Quartier Kasiki","Domicile","Goma","UNDSS","11-Feb","February-2011","2/5/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
287,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","UNDSS","11-Feb","February-2011","2/11/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
288,"Nord Kivu","Communes of Goma","Quartier Mapendo","Lieu public","Aթroport - Rond-point Birere","Care International","11-Feb","February-2011","2/14/11",,"Agression physique","agression non sexuelle ",0,0,0
289,"Nord Kivu","Rutshuru","Kahunga","Voie publique","Kiwanja - Mabenga","Care International","11-Feb","February-2011","2/15/11",,"Agression physique","agression non sexuelle ",0,1,0
290,"Nord Kivu","Rutshuru","Mabenga","Lieu public","Kiwanja - Rwindi","WHH (ex AAA)","11-Feb","February-2011","2/16/11",,"Vol de rue","Avec violence physique",0,1,0
291,"Nord Kivu","Rutshuru","Nyanzale","Voie publique","Nyanzale - Katsiru","JRS","11-Feb","February-2011","2/16/11",,"Vol de rue","Sans violence physique",0,0,0
292,"Nord Kivu","Communes of Goma","Quartier Himbi","Domicile","Goma","UNDSS","11-Feb","February-2011","2/18/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
293,"Nord Kivu","Masisi","Kitchanga","Voie publique","Sake - Kitchanga","SC-UK","11-Feb","February-2011","2/23/11",,"Vol de rue","Avec violence physique",0,1,0
294,"Nord Kivu","Walikale","Mpofi","Voie publique","Mpofi - Kibua","ACF-USA","11-Feb","February-2011","2/23/11",,"Vol de rue","Sans violence physique",0,0,0
295,"Nord Kivu","Masisi","Misinga","Voie publique","Bweru - Mweso","MSF-F","11-Feb","February-2011","2/25/11",,"Vol de rue","Sans violence physique",0,0,0
296,"Nord Kivu","Beni","Beni","Domicile","Beni","UNDSS","11-Feb","February-2011","2/26/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
297,"Nord Kivu","Rutshuru","Mutwangano","Voie publique","Nyanzale - Mweso","HCR / UNDSS","11-Mar","March-2011","3/3/11",,"Vol de rue","Avec violence physique",0,0,0
298,"Nord Kivu","Walikale","Kumbwa","Voie publique","Walikale centre - Mpofi ","OCHA","11-Mar","March-2011","3/12/11",,"Vol de rue","Sans violence physique",0,0,0
299,"Nord Kivu","Communes of Goma","Quartier les volcans","Lieu public","Goma","CICR","11-Mar","March-2011","3/14/11",,"Vol de rue","Sans violence physique",0,0,0
300,"Nord Kivu","Lubero","Butembo","Bureau","Beni - Butembo","SC-UK","11-Mar","March-2011","3/15/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
301,"Nord Kivu","Masisi","Kashuga","Voie publique","Kashuga - Kalembe","Mercy Corps","11-Mar","March-2011","3/16/11",,"Vol de rue","Sans violence physique",0,0,0
302,"Nord Kivu","Masisi","Kitchanga","Voie publique","Sake - Kitchanga","OCHA","11-Mar","March-2011","3/23/11",,"Vol de rue","Sans violence physique",0,0,0
303,"Nord Kivu","Beni","Beni","Domicile","Beni - Butembo","NRC","11-Mar","March-2011","3/27/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
304,"Nord Kivu","Communes of Goma","Quartier Kyeshero","Voie publique","Goma","NRC","11-Mar","March-2011","3/28/11",,"Vol de rue","Avec violence physique",0,1,0
305,"Nord Kivu","Rutshuru","Luve","Voie publique","Katsiru - Nyanzale","GIZ","11-Mar","March-2011","3/29/11",,"Vol de rue","Avec violence physique",0,0,0
306,"Nord Kivu","Rutshuru","Rutshuru","Voie publique","Goma - Rutshuru","WOA","11-Mar","March-2011","3/31/11",,"Perturbations","manifestations",0,0,0
307,"Nord Kivu","Masisi","Kalengera ","Voie publique","Kalengera - Mpati","OCHA","11-Apr","April-2011","4/1/11",,"Perturbations","Bagare routier",0,0,0
308,"Nord Kivu","Masisi","Carton","Voie publique","Kichanga - Mweso","MSF-H","11-Apr","April-2011","4/5/11",,"Vol de rue","Avec violence physique",0,0,0
309,"Nord Kivu","Masisi","Tebero","Voie publique","Burungu - Kitchanga","NRC","11-Apr","April-2011","4/5/11",,"Agression physique",,0,0,0
310,"Nord Kivu","Masisi","JTN","Voie publique","Mweso - Nyanzale","Mercy Corps","11-Apr","April-2011","4/12/11",,"Vol de rue","Sans violence physique",0,0,0
311,"Nord Kivu","Masisi","Kabati","Voie publique","Kabati - Kirolirwe","SFCG","11-Apr","April-2011","4/26/11",,"Vol de rue","Sans violence physique",0,0,0
312,"Nord Kivu","Masisi","Kirolirwe","Voie publique","Sake - Kitchanga","OCHA","11-Apr","April-2011","4/29/11",,"Perturbations","manifestations",0,0,0
313,"Nord Kivu","Masisi","Kitchanga","Domicile","Sake - Kitchanga","HCR","11-Apr","April-2011","4/29/11",,"Vol de rue","Avec violence physique",0,1,0
314,"Nord Kivu","Lubero","Alimbongo","Voie publique","Alimbongo - Bunyatenge","Soldiratitթs","11-May","May-2011","5/2/11",,"Securite des vehicules","Detournement arme",0,1,0
315,"Nord Kivu","Communes of Goma","Quartier les volcans","Lieu public","Goma","UNDSS","11-May","May-2011","5/4/11",,"Securite des vehicules","Vol de vehicule",0,0,0
316,"Nord Kivu","Communes of Goma","Quartier Himbi","Domicile","Goma","OCHA","11-May","May-2011","5/8/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
317,"Nord Kivu","Masisi","Masisi","Bureau","Sake - Masisi Centre","NCA","11-May","May-2011","5/15/11",,"Autres incidents securitaires",,0,0,0
318,"Nord Kivu","Lubero","Kirumba","Bureau","Kayna բ_��_�� Mighobwe","OCHA","11-May","May-2011","5/16/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
319,"Nord Kivu","Communes of Goma","Quartier les volcans","Voie publique","Goma","SC-UK","11-May","May-2011","5/18/11",,"Securite des vehicules","Vol de vehicule",0,0,0
320,"Nord Kivu","Masisi","Kitchanga","Voie publique","Sake - Kitchanga","OCHA","11-May","May-2011","5/24/11",,"Vol de rue","Sans violence physique",0,0,0
321,"Nord Kivu","Masisi","Kitchanga","Voie publique","Sake - Kitchanga","OCHA","11-May","May-2011","5/24/11",,"Vol de rue","Sans violence physique",0,0,0
322,"Nord Kivu","Rutshuru","Mutwangano","Voie publique","Katsiru - Nyanzale","Mercy Corps","11-May","May-2011","5/26/11",,"Vol de rue","Sans violence physique",0,0,0
323,"Nord Kivu","Walikale","Walikale","Bureau","Walikale","OIM","11-May","May-2011","5/29/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
324,"Nord Kivu","Rutshuru","Luve","Voie publique","Katsiru - Nyanzale","GIZ","11-May","May-2011","5/31/11",,"Agression physique",,0,0,0
325,"Nord Kivu","Walikale","Walikale","Domicile","Walikale Centre","ACF-USA","11-Jun","June-2011","6/5/11",,"Agression physique",,0,0,0
326,"Nord Kivu","Rutshuru","Kalengera","Voie publique","Kalengera - Tongo","UNDSS","11-Jun","June-2011","6/7/11",,"Vol de rue","Sans violence physique",0,0,0
327,"Nord Kivu","Rutshuru","Kalengera","Voie publique","Kalengera - Tongo","IEDA Relief","11-Jun","June-2011","6/7/11",,"Agression physique",,0,0,0
328,"Nord Kivu","Masisi","JTN","Voie publique","Mweso - Nyanzale","NRC","11-Jun","June-2011","6/14/11",,"Vol de rue","Sans violence physique",0,0,0
329,"Nord Kivu","Communes of Goma","Quartier les volcans","Lieu public","Goma","UNDSS / MERLIN","11-Jun","June-2011","6/15/11",,"Securite des vehicules","Vol de vehicule",0,1,0
330,"Nord Kivu","Communes of Goma","Quartier Katindo droit","Voie publique","Goma","UNDSS","11-Jun","June-2011","6/18/11",,"Agression physique","agression non sexuelle ",0,0,0
331,"Nord Kivu","Rutshuru","Rwindi","Voie publique","Rwindi - Kanyabayonga","MERLIN","11-Jun","June-2011","6/22/11",,"Vol de rue","Sans violence physique",0,0,0
332,"Nord Kivu","Communes of Goma","Quartier Katindo gauche","Voie publique","Goma","HCR","11-Jun","June-2011","6/23/11",,"Agression physique",,0,0,0
333,"Nord Kivu","Rutshuru","Bambu","Voie publique","Bambu - Kabizo","Tearfund","11-Jun","June-2011","6/23/11",,"Vol de rue","Sans violence physique",0,0,0
334,"Nord Kivu","Rutshuru","Sisa","Voie publique","Kitchanga - Birambizo","AVSI","11-Jul","July-2011","7/7/11",,"Vol de rue","Sans violence physique",0,0,0
335,"Nord Kivu","Rutshuru","Rugarama","Voie publique","Kiwanja - Ishasha","OCHA","11-Jul","July-2011","7/12/11",,"Vol de rue","Sans violence physique",0,0,0
336,"Nord Kivu","Communes of Goma","Quartier les volcans","Domicile","Goma","CARE International","11-Jul","July-2011","7/17/11",,"Agression physique",,0,0,0
337,"Nord Kivu","Walikale","Walikale","Bureau","Mutakato - Walikale Centre","AAI","11-Jul","July-2011","7/25/11",,"Agression physique","agression non sexuelle ",0,1,0
338,"Nord Kivu","Rutshuru","Katsiru","Vehicule","Mweso - Nyanzale","Mercy Corps","11-Jul","July-2011","7/26/11",,"Vol de rue","Sans violence physique",0,0,0
339,"Nord Kivu","Rutshuru","Sisa","Voie publique","Bishusha - Bukombo","HCR","11-Jul","July-2011","7/29/11",,"Vol de rue","Avec violence physique",0,1,0
340,"Nord Kivu","Communes of Goma","Goma","Lieu public","Goma","UNDSS","11-Jul","July-2011","7/30/11",,"Voie de fait  avec violence","Voie de fait",0,0,0
341,"Nord Kivu","Communes of Goma","Quartier Mabanga Nord","Domicile","Goma","AVSI","11-Aug","August-2011","8/1/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
342,"Nord Kivu","Beni","Beni","Domicile","Beni - Butembo","UNDSS","11-Aug","August-2011","8/3/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
343,"Nord Kivu","Rutshuru","Luve","Voie publique","Katsiru - Nyanzale","NRC","11-Aug","August-2011","8/3/11",,"Vol de rue","Sans violence physique",0,0,0
344,"Nord Kivu","Walikale","Walikale","Domicile","Walikale centre","ACF-USA","11-Aug","August-2011","8/9/11",,"Voie de fait  avec violence","Voie de fait",0,0,0
345,"Nord Kivu","Beni","Beni","Domicile","Beni - Butembo","NRC","11-Aug","August-2011","8/12/11",,"Autres incidents securitaires",,0,0,0
346,"Nord Kivu","Beni","Beni","Domicile","Beni - Butembo","NRC","11-Aug","August-2011","8/13/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
347,"Nord Kivu","Beni","Beni","Domicile","Beni - Butembo","NRC","11-Aug","August-2011","8/14/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
348,"Nord Kivu","Communes of Goma","Quartier Mapendo","Lieu public","Goma","MERRLIN","11-Aug","August-2011","8/17/11",,"Vol de rue","Sans violence physique",0,0,0
349,"Nord Kivu","Communes of Goma","Quartier Mabanga Nord","Domicile","Goma","SC-UK","11-Aug","August-2011","8/19/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
350,"Nord Kivu","Masisi","Sake","Lieu public","Goma - Sake","FONHAD","11-Aug","August-2011","8/25/11",,"Detention physique","Arrestation",0,0,0
351,"Nord Kivu","Masisi","Kitchanga","Domicile","Sake - Kitchanga","Heal Africa","11-Aug","August-2011","8/26/11",,"Voie de fait  avec violence","Voie de fait",0,0,0
352,"Nord Kivu","Communes of Goma","Quartier Virunga","Domicile","Goma","UNDSS","11-Sep","September-2011","9/4/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
353,"Nord Kivu","Communes of Goma","Quartier Katindo droit","Voie publique","Goma - Sake","IRC","11-Sep","September-2011","9/6/11",,"Detention physique","Detention",0,0,0
354,"Nord Kivu","Walikale","Kigoma","Voie publique","Walikale Centre - Mpofi","GRACE","11-Sep","September-2011","9/9/11",,"Agression physique","Prise d'otage",0,0,0
355,"Nord Kivu","Communes of Goma","Quartier Himbi","Voie publique","Goma","Heal Africa","11-Sep","September-2011","9/10/11",,"Voie de fait  avec violence","Voie de fait",0,0,0
356,"Nord Kivu","Lubero","Kaseghe","Voie publique","Kayna - Kaseghe","WHH","11-Sep","September-2011","9/10/11",,"Agression physique","Prise d'otage",0,0,0
357,"Nord Kivu","Lubero","Masereka","Voie publique","Lubero - Masereka","Handicap International","11-Sep","September-2011","9/20/11",,"Vol de rue","Sans violence physique",0,0,0
358,"Nord Kivu","Communes of Goma","Goma","Domicile","Goma","AAI","11-Sep","September-2011","9/22/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
359,"Nord Kivu","Communes of Goma","Goma","Voie publique","Goma","Heal Africa","11-Sep","September-2011","9/26/11",,"Autres incidents securitaires","Autres incidents securitaires",0,0,0
360,"Nord Kivu","Masisi","Kitchanga","Voie publique","Mokoto-Kitchanga","OCHA","11-Sep","September-2011","9/29/11",,"Securite des vehicules","Detournement arme",0,0,0
361,"Nord Kivu","Masisi","Kitchanga","Voie publique","Mokoto - Kitchanga","OCHA","11-Sep","September-2011","9/29/11",,"Securite des vehicules","Detournement arme",0,0,0
362,"Nord Kivu","Walikale","Walikale","Bureau","Walikale Centre - Mutakato","IMC","11-Oct","October-2011","10/1/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
363,"Nord Kivu","Masisi","Kitchanga","Bureau","Sake - Kitchanga","HCR","11-Oct","October-2011","10/3/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
364,"Nord Kivu","Masisi","Kisima","Voie publique","Loashi - Bonde","HCR","11-Oct","October-2011","10/11/11",,"Vol de rue","Sans violence physique",0,0,0
365,"Nord Kivu","Masisi","Kaandja","Voie publique","Sake - Masisi Centre","NRC","11-Oct","October-2011","10/12/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
366,"Nord Kivu","Walikale","Walikale","Domicile","Walikale Centre - Mutakato","Heal Africa","11-Oct","October-2011","10/12/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
367,"Nord Kivu","Masisi","Masisi","Voie publique","Sake - Masisi","NRC","11-Oct","October-2011","10/15/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
368,"Nord Kivu","Walikale","Pinga","Lieu public","Pinga - Kalembe","IEDA","11-Oct","October-2011","10/15/11",,"Autres incidents securitaires","Autres incidents securitaires",0,0,0
369,"Nord Kivu","Communes of Goma","Quartier Mabanga Nord","Voie publique","Goma","OCHA","11-Oct","October-2011","10/18/11",,"Agression physique","agression non sexuelle ",0,0,0
370,"Nord Kivu","Rutshuru","Burai","Voie publique","Burai - Bunagana","Merlin","11-Oct","October-2011","10/26/11",,"Vol de rue","Sans violence physique",0,0,0
371,"Nord Kivu","Masisi","Kaandja","Voie publique","Loashi - Kaandja","GRAADE","11-Nov","November-2011","11/1/11",,"Agression physique","Prise d'otage",2,0,0
372,"Nord Kivu","Rutshuru","Kanyangwazi","Voie publique","Kanyabayonga - Rwindi","AAI","11-Nov","November-2011","11/1/11",,"Agression physique",,1,0,0
373,"Nord Kivu","Walikale","Kashebere","Bureau","Mpofi - Kashebere","GRAADE","11-Nov","November-2011","11/2/11",,"Securite des bureaux","Occupation des bureaux",0,0,0
374,"Nord Kivu","Communes of Goma","Quartier Himbi","Domicile","Goma","UNDSS","11-Nov","November-2011","11/4/11",,"Agression physique",,0,0,0
375,"Nord Kivu","Rutshuru","Kibirizi","Voie publique","Rwindi - Kibirizi","Mercy Corps","11-Nov","November-2011","11/8/11",,"Vol de rue","Sans violence physique",0,0,0
376,"Nord Kivu","Communes of Goma","Quartier Virunga","Domicile","Goma","UNDSS","11-Nov","November-2011","11/11/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
377,"Nord Kivu","Masisi","Masisi","Domicile","Sake - Masisi Centre","MSF-B","11-Nov","November-2011","11/21/11",,"Introduction dans une maison par effraction","Avec violence physique",0,1,0
378,"Nord Kivu","Rutshuru","Luve","Voie publique","Luve - Nyanzale","MSF-F","11-Nov","November-2011","11/23/11",,"Vol de rue","Sans violence physique",0,0,0
379,"Nord Kivu","Communes of Goma","Quartier Office I","Voie publique","Goma","UNDSS","11-Nov","November-2011","11/30/11",,"Agression physique",,0,1,0
380,"Nord Kivu","Rutshuru","Rutshuru","Bureau","Goma - Rutshuru","Rթseau BIFERD","11-Nov","November-2011","11/30/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
381,"Nord Kivu","Walikale","Walikale","Bureau","Walikale Centre - Mpofi","IEDA Relief","11-Dec","December-2011","12/7/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
382,"Nord Kivu","Masisi","Kashuga","Voie publique","Mweso - Kashuga","MSF-H","11-Dec","December-2011","12/8/11",,"Vol de rue","Sans violence physique",0,0,0
383,"Nord Kivu","Masisi","Mweso","Domicile","Kitchanga - Mweso","MSF-H","11-Dec","December-2011","12/8/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
384,"Nord Kivu","Communes of Goma","Quartier Mabanga Sud","Domicile","Goma","Heal Africa","11-Dec","December-2011","12/16/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
385,"Sud Kivu","Uvira","Uvira","Voie publique","Uvira-bujumbura","ACTED","9-Jan","January-2009","1/6/09","Embuscade","Securite des vehicules","Vol de vehicule",0,0,0
386,"Sud Kivu","Fizi","Kazimia","Voie publique","Baraka - Kazimia","WWI","9-Jan","January-2009","1/24/09","Embuscade","Securite des vehicules","cambriolage de voiture",0,0,0
387,"Sud Kivu","Uvira","Uvira","Lieu public",0,"JRS","9-Feb","February-2009","2/2/09","Prise d'otage ","Agression physique","Prise d'otage",0,0,0
388,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Route d'Uvira","UNDSS","9-Feb","February-2009","2/3/09","Cambriolage ","Introduction dans une maison par effraction","Avec violence physique",0,0,0
389,"Sud Kivu","Fizi","Lulimba","Voie publique","Baraka-Lulimba","WCC","9-Apr","April-2009","4/22/09","Embuscade","Securite des vehicules","cambriolage de voiture",0,2,0
390,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Av Mbaki","UNDSS","9-May","May-2009","5/2/09","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Sans violence physique",0,0,0
391,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Comme Ibanda av. Mbaki","UNDSS","9-Mar","May-2009","5/3/09","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
392,"Sud Kivu","Kalehe","Minova","Voie publique","Minova","IRC","9-Mar","May-2009","5/5/09","Embuscade","Vol de rue","Avec violence physique",0,0,0
393,"Sud Kivu","Kalehe","Numbi","Voie publique","Numbi","UNDSS","9-Mar","May-2009","5/5/09","Embuscade","Vol de rue","Avec violence physique",0,0,0
394,"Sud Kivu","Kalehe","Numbi","Voie publique","Numbi","MONUC","9-Mar","May-2009","5/6/09","Embuscade","Vol de rue","Avec violence physique",0,0,0
395,"Sud Kivu","Walungu","Walungu","Voie publique","Nyanja - Nduba","IRC","9-Mar","May-2009","5/6/09","Embuscade","Vol de rue","Avec violence physique",0,1,0
396,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Quartier ndendere"," Av. KasaբՊ��","9-Mar","May-2009","5/10/09","Agressions ","Agression physique","Agression physique",0,0,0
397,"Sud Kivu","Kabare","Miti","Voie publique","Miti-Bunyakiri","SC","9-Mar","May-2009","5/22/09","Embuscade","Voie de fait  avec violence","Agression physique",0,8,0
398,"Sud Kivu","Kalehe","Bulagiza","Voie publique","Kalungu - Numbi","BCZ","9-Mar","May-2009","5/25/09","Embuscade","Vol de rue","Avec violence physique",0,0,0
399,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Bukavu-Ruzizi","JRS","9-Jul","July-2009","7/1/09","Tentative de vol / Pillage ","Securite des vehicules","Vol de vehicule",1,0,0
400,"Sud Kivu","Communes of Bukavu","Bukavu","Lieu public","Place Nyawera","WC","9-Jul","July-2009","7/3/09","Tentative de vol / Pillage ","Securite des vehicules","cambriolage de voiture",0,0,0
401,"Sud Kivu","Shabunda","Kigulube","Lieu public","Kigulube Bukavu","UNDSS","9-Sep","September-2009","9/2/09","Embuscade","Vol de rue","Avec violence physique",0,0,0
402,"Sud Kivu","Shabunda","Kigulube","Lieu public","Kigulube Bukavu","UNDSS","9-Sep","September-2009","9/2/09","Embuscade","Agression physique","Harcelement",0,0,0
403,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Muhumba","UNDSS","9-Sep","September-2009","9/22/09","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Sans violence physique",0,0,0
404,"Sud Kivu","Communes of Bukavu","Bukavu","Lieu public","Nyawera","UNDSS","9-Sep","September-2009","9/24/09","Tentative de vol / Pillage ","Vol de rue","Avec violence physique",0,0,0
405,"Sud Kivu","Communes of Bukavu","Bukavu","Lieu public","Feux rouge","UNDSS","9-Sep","September-2009","9/30/09","Tentative de vol / Pillage ","Vol de rue","Sans violence physique",0,0,0
406,"Sud Kivu","Fizi","Iseke","Voie publique","Fizi centre - Lobondja","UNDSS","9-Sep","September-2009","9/30/09","Meurtre / Assassinat ","Agression physique","Meurtre",0,0,1
407,"Sud Kivu","Fizi","Fizi","Voie publique","Hauts Plateux d'Uvira et  de Fizi","IMC","9-Oct","October-2009","10/1/09","Prise d'otage ","Agression physique","Prise d'otage",0,0,0
408,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Route d'Uvira","UNDSS","9-Oct","October-2009","10/26/09","Agressions ","Vol de rue","Avec violence physique",0,0,0
409,"Sud Kivu","Fizi","Lyungu","Voie publique","Baraka-Fizi","WC C","9-Nov","November-2009","11/16/09","Pillage","Vol de rue","Avec violence physique",0,0,0
410,"Sud Kivu","Kalehe","Bunyakiri","Voie publique","Bunyakiri-Hombo","COOPI","9-Nov","November-2009","11/17/09","Manifestation","Perturbations","manifestations",0,1,0
411,"Sud Kivu","Shabunda","Kalole","Lieu public","Kalole","UNDSS","9-Dec","December-2009","12/2/09","Incendie","Voie de fait  avec violence","Voie de fait",0,0,0
412,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","UNDSS","9-Dec","December-2009","12/2/09","Manifestation","Perturbations","manifestations",0,0,0
413,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Nyawera","UNDSS","9-Dec","December-2009","12/5/09","Tentative de vol / Pillage ","Vol de rue","Sans violence physique",0,0,0
414,"Sud Kivu","Shabunda","Kalole","Lieu public","Kalole","UNDSS","9-Dec","December-2009","12/5/09","Prise d'otage ","Agression physique","Prise d'otage",0,0,0
