"unique_id","province","territory","locality","place","axe","source","month","month_text","date_incident","type_incident","category","sub_category","num_missing","num_injured","num_deaths"
415,"Sud Kivu","Uvira","Lemera","Voie publique","Rubanga-Lemera","UNDSS","9-Dec","December-2009","12/16/09","Embuscade","Voie de fait  avec violence","Agression physique",0,0,0
416,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Ibanda-Kadutu","UNDSS","9-Dec","December-2009","12/23/09","Tentative de vol / Pillage ","Vol de rue","Sans violence physique",0,0,0
417,"Sud Kivu","Fizi","Buma","Voie publique","Buma-Kazimia","ADRA","9-Jan","January-2010","1/11/10","Agression armee ","Voie de fait  avec violence","Agression physique",0,0,0
418,"Sud Kivu","Fizi","Kalingi","Voie publique","Fizi-Minembwe","ACTED","10-Jan","January-2010","1/20/10","Embuscade","Securite des vehicules","cambriolage de voiture",0,0,0
419,"Sud Kivu","Fizi","Kalingi","Voie publique","Fizi-Minembwe","OXFAM-GB","10-Jan","January-2010","1/20/10","Embuscade","Securite des vehicules","cambriolage de voiture",0,0,0
420,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nyalukembe","UNDSS","10-Feb","February-2010","2/13/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
421,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Ikanga","UNDSS","10-Feb","February-2010","2/14/10","Agressions ","Agression physique","Harcelement",0,0,0
422,"Sud Kivu","Shabunda","Matili","Voie publique","Matili","A.A.P","10-Feb","February-2010","2/14/10","Tracasseries","Detention physique","Arrestation",0,0,0
423,"Sud Kivu","Uvira","Uvira","Domicile","Uvira","UNDSS","10-Feb","February-2010","2/14/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
424,"Sud Kivu","Shabunda","Matili","Voie publique","Matili-Shabunda centre","A.A.P","10-Feb","February-2010","2/16/10","Tracasseries","Detention physique","Arrestation",0,0,0
425,"Sud Kivu","Shabunda","Kigulube","Voie publique","Kigulube - Bukavu","OIM","10-Feb","February-2010","2/21/10","Embuscade","Securite des vehicules","cambriolage de voiture",0,0,0
426,"Sud Kivu","Uvira","Uvira","Bureau","Uvira","SFCG","10-Feb","February-2010","2/23/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
427,"Sud Kivu","Fizi","Malinde1","Voie publique","Fizi - Baraka","IMC","10-Feb","February-2010","2/25/10","Embuscade","Securite des vehicules","cambriolage de voiture",0,0,0
428,"Sud Kivu","Fizi","Kilembwe","Voie publique","Kilembwe - Makola","IRC","10-Feb","February-2010","2/26/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
429,"Sud Kivu","Fizi","Lulimba","Voie publique","Lulimba","GTZ","10-Feb","February-2010","2/28/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
430,"Sud Kivu","Fizi","Baraka","Bureau","Baraka","Tearfund","10-Mar","March-2010","3/1/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
431,"Sud Kivu","Fizi","Simbi","Voie publique","Simbi-Malinde","AMI","10-Mar","March-2010","3/3/10","Exactions","Detention physique","Detention",0,0,0
432,"Sud Kivu","Fizi","Baraka","Voie publique","Baraka","ADRA","10-Mar","March-2010","3/4/10","Agressions ","Vol de rue","Avec violence physique",0,0,0
433,"Sud Kivu","Fizi","Fizi","Voie publique","Fizi-Baraka","UNOPS","10-Mar","March-2010","3/4/10","Requisition forcee","Agression physique","Harcelement",0,0,0
434,"Sud Kivu","Communes of Bukavu","Bukavu","Bureau","Ndendere","ADSSE","10-Mar","March-2010","3/12/10","Tentative de vol / Pillage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
435,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","PLD","10-Mar","March-2010","3/12/10","Agressions ","Agression physique","Harcelement",0,0,0
436,"Sud Kivu","Mwenga","Kasika","Voie publique","Kasika","ECC MERU","10-Mar","March-2010","3/20/10","Embuscade","Voie de fait  avec violence","Agression physique",0,2,0
437,"Sud Kivu","Fizi","Kilembwe","Voie publique","Kilembwe-Lulimba","AMI","10-Mar","March-2010","3/24/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
438,"Sud Kivu","Fizi","Baraka","Bureau","Baraka","MSF-H","10-Apr","April-2010","4/2/10","Tentative de vol / Pillage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
439,"Sud Kivu","Fizi","Kananda","Voie publique","Kananda-Kilitcha","CICR","10-Apr","April-2010","4/9/10","Prise d'otage ","Agression physique","Prise d'otage",0,0,0
440,"Sud Kivu","Fizi","Fizi","Bureau","Fizi centre","UNOPS","10-Apr","April-2010","4/13/10","Pillage","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
441,"Sud Kivu","Fizi","Swima","Voie publique","Uvira-Baraka","ADRA","10-Apr","April-2010","4/16/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
442,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Hippodrome","UNDSS","10-Apr","April-2010","4/18/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
443,"Sud Kivu","Fizi","Kalongwe","Bureau","Kalongwe","Tearfund","10-Apr","April-2010","4/21/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
444,"Sud Kivu","Fizi","Simbi","Voie publique","Simbi-Malinde","Tearfund","10-Apr","April-2010","4/26/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
445,"Sud Kivu","Fizi","Baraka","Bureau","Baraka","MSF-H","10-May","May-2010","5/1/10","Tentative de vol / Pillage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
446,"Sud Kivu","Fizi","Katanga","Voie publique","Katanga-Baraka","Tearfund","10-May","May-2010","5/6/10","Requisition forcee","Agression physique","Harcelement",0,0,0
447,"Sud Kivu","Fizi","Fizi","Inconnu","Fizi centre","ARAL","10-May","May-2010","5/9/10","Agressions ","Agression physique","Harcelement",0,0,0
448,"Sud Kivu","Fizi","Katanga","Voie publique","Katanga-Baraka","Tearfund","10-May","May-2010","5/13/10","Requisition forcee","Agression physique","Harcelement",0,0,0
449,"Sud Kivu","Fizi","Ecibe","Voie publique","Ecibe - Baraka","ADRA","10-May","May-2010","5/25/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
450,"Sud Kivu","Fizi","Kananda","Voie publique","Kananda-Bwala","ADRA","10-May","May-2010","5/31/10","Requisition forcee","Agression physique","Harcelement",0,0,0
451,"Sud Kivu","Fizi","Mukindja","Voie publique","Baraka-Mukindja","AVSI","10-Jun","June-2010","6/3/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
452,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","AAP","10-Jun","June-2010","6/3/10","Agressions ","Securite des bureaux","Occupation des bureaux",0,0,0
453,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nyawera","AMT-IPRO","10-Jun","June-2010","6/7/10","Agressions ","Voie de fait  avec violence","Agression physique",0,1,0
454,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nguba","UNDSS","10-Jun","June-2010","6/11/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
455,"Sud Kivu","Shabunda","Mungembe","Voie publique","Kalima-Mugembe","AAP","10-Jun","June-2010","6/12/10","Requisition forcee","Agression physique","Harcelement",0,0,0
456,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Kibombo","UNDSS","10-Jun","June-2010","6/19/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
457,"Sud Kivu","Uvira","Uvira","Bureau","Uvira","Tearfund","10-Jun","June-2010","6/23/10","Tentative de vol / Pillage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
458,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nguba","UNDSS","10-Jul","July-2010","7/2/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Sans violence physique",0,0,0
459,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","GTZ","10-Jul","July-2010","7/27/10","Agressions ","Agression physique","Harcelement",0,0,0
460,"Sud Kivu","Fizi","Kilicha","Voie publique","Kilicha","IMC","10-Aug","August-2010","8/11/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
461,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Mukukwe/ISGEA","UNDSS","10-Aug","August-2010","8/31/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
462,"Sud Kivu","Fizi","Kalimbwe","Voie publique","Kilembwe","AMI","10-Aug","August-2010","8/31/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
463,"Sud Kivu","Uvira","Kashatu","Voie publique","Kashatu-Bulindwe","IRC","10-Sep","September-2010","9/2/10","Embuscade","Securite des vehicules","cambriolage de voiture",0,0,0
464,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Kadutu","UNDSS","10-Sep","September-2010","9/11/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Avec violence physique",0,0,0
465,"Sud Kivu","Communes of Bukavu","Bukavu","Bureau","Katutu","UNDSS","10-Sep","September-2010","9/28/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Avec violence physique",0,0,0
466,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Place de l'indթpendance","UNDSS","10-Oct","October-2010","10/1/10","Agressions ","Agression physique","Harcelement",0,0,0
467,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Pesage I","UNDSS","10-Oct","October-2010","10/2/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction",,0,0,0
468,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Sinelac Mukukwe","UNDSS","10-Oct","October-2010","10/9/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Sans violence physique",0,0,0
469,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","PE. Lumumba","UNDSS","10-Nov","November-2010","11/3/10","Cambriolage ","Vol de rue","Avec violence physique",0,0,0
470,"Sud Kivu","Fizi","Kashogo","Voie publique","Fizi-Minembwe","UGEAFI","10-Nov","November-2010","11/4/10","Embuscade","Vol de rue","Avec violence physique",0,0,0
471,"Sud Kivu","Uvira","Kirumba","Voie publique","Kirumba","Hope in Action","10-Nov","November-2010","11/4/10","Tracasseries","Agression physique","Harcelement",0,0,0
472,"Sud Kivu","Uvira","Sange","Voie publique","Sange","IRC","10-Nov","November-2010","11/11/10","Prise d'otage ","Agression physique","Prise d'otage",0,0,0
473,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Kibombo","UNDSS","10-Nov","November-2010","11/22/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
474,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","PE. Lumumba","UNDSS","10-Nov","November-2010","11/26/10","Agressions ","Agression physique","Harcelement",0,0,0
475,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","quartier Nkafu"," Commune de Kadutu","10-Dec","December-2010","12/8/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Introduction dans une maison par effraction",0,0,0
476,"Sud Kivu","Fizi","Lulimba","Voie publique","Lulimba-Kilembwe","PRIMAR","10-Dec","December-2010","12/11/10","Prise d'otage ","Detention physique","Arrestation",0,0,1
477,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","AVSI","10-Dec","December-2010","12/11/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
478,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","AVSI","10-Dec","December-2010","12/12/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
479,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","AVSI","10-Dec","December-2010","12/12/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
480,"Sud Kivu","Fizi","Kikonde","Voie publique","Kikonde-Kazimia","ADRA","10-Dec","December-2010","12/13/10","Embuscade","Securite des vehicules","Detournement arme",0,0,0
481,"Sud Kivu","Fizi","Lweba","Voie publique","Lweba-Baraka","ACTED","10-Dec","December-2010","12/13/10","Agressions ","Voie de fait  avec violence","Agression physique",0,0,0
482,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","AVSI","10-Dec","December-2010","12/13/10","Cambriolage ","Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
483,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Patrice Emery Lumumba-Ibanda","UNDSS","10-Dec","December-2010","12/25/10","Tentative de vol / Pillage ","Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
484,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Kabono-Kadutu","UNDSS","10-Dec","December-2010","12/25/10","Agressions ","Vol de rue","Avec violence physique",0,0,0
485,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","OCHA Shabunda","11-Jan","January-2011","1/3/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
486,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","OCHA Shabunda","11-Jan","January-2011","1/4/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
487,"Sud Kivu","Shabunda","Shabunda","Bureau","Shabunda centre","OCHA Shabunda","11-Jan","January-2011","1/4/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
488,"Sud Kivu","Walungu","Ikoma","Voie publique","Bukavu-Burhale","Village COBAYE","11-Jan","January-2011","1/11/11","Embuscade","Securite des vehicules","Vol de vehicule",0,0,0
489,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Cercle Hyppique","EAUR","11-Jan","January-2011","1/13/11","Agressions ","Voie de fait  avec violence","Agression physique",0,0,0
490,"Sud Kivu","Shabunda","Kiseku","Voie publique","Kisesu","UNOPS","11-Feb","February-2011","2/1/11",,"Securite des vehicules","Detournement arme",0,0,0
491,"Sud Kivu","Fizi","Malinde1","Voie publique","Baraka-Fizi centre","NRC","11-Feb","February-2011","2/2/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
492,"Sud Kivu","Shabunda","Pale","Voie publique","Kisesu","UNOPS","11-Feb","February-2011","2/2/11",,"Securite des vehicules","Detournement arme",0,0,0
493,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nguba","UNDSS","11-Feb","February-2011","2/6/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
494,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Ville","ICCO","11-Feb","February-2011","2/21/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
495,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Bagira","CICR","11-Feb","February-2011","2/23/11",,"Introduction dans une maison par effraction","Avec violence physique",0,2,0
496,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Av. 24 novembre","ECC MERU","11-Feb","February-2011","2/24/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
497,"Sud Kivu","Kabare","Miti","Voie publique","Bukavu-Kavumu","MONUSCO","11-Feb","February-2011","2/26/11",,"Securite des vehicules","Detournement arme",0,0,0
498,"Sud Kivu","Uvira","Kashatu","Voie publique","Marungu","CCAP","11-Feb","February-2011","2/28/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
499,"Sud Kivu","Kalehe","Bunyakiri","Voie publique","Bukavu-Bunyakiri","UNOPS","11-Feb","March-2011","3/14/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
500,"Sud Kivu","Fizi","Mukindja","Voie publique","Fizi centre - Baraka","Tearfund","11-Feb","March-2011","3/16/11",,"Securite des vehicules","Detournement arme",0,0,0
501,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nguba","UNDSS","11-Feb","March-2011","3/23/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
502,"Sud Kivu","Shabunda","Shabunda","Domicile","Shabunda centre","GIZ","11-Feb","April-2011","4/4/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
503,"Sud Kivu","Uvira","Katobo","Voie publique","Moyens Plateaux Katobo-Mianzi","MSF","11-Feb","April-2011","4/10/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
504,"Sud Kivu","Walungu","Ngomo","Voie publique","Bukavu-Kamanyola","MSF","11-Feb","April-2011","4/10/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
505,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Ibanda","CICR","11-Feb","April-2011","4/26/11",,"Introduction dans une maison par effraction","Avec violence physique",0,1,0
506,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Ibanda","UNDSS","11-May","May-2011","5/15/11",,"Vol de rue","Avec violence physique",0,0,0
507,"Sud Kivu","Shabunda","Byangama","Voie publique","Byangama-Lumba","AVSI","11-May","May-2011","5/17/11",,"Agression physique","Prise d'otage",0,0,0
508,"Sud Kivu","Shabunda","Kigulube","Voie publique","Kigulube-Byangama","OXFAM","11-May","May-2011","5/18/11",,"Securite des vehicules","Detournement arme",0,0,0
509,"Sud Kivu","Fizi","Kabeya","Voie publique","Kabeya-Kilembwe","ADE","11-May","May-2011","5/19/11",,"Securite des vehicules","Detournement arme",0,0,0
510,"Sud Kivu","Fizi","forՎt 17","Voie publique","Fizi-Misisi","Hope In Action","11-May","May-2011","5/20/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
511,"Sud Kivu","Fizi","Kalimbwe","Voie publique","Kilembwe","AMI","11-May","May-2011","5/20/11",,"Securite des vehicules","Detournement arme",0,0,0
512,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nyalukemba","UNDSS","11-May","May-2011","5/23/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
513,"Sud Kivu","Fizi","Kilembwe","Voie publique","Kilembwe","ADE","11-May","May-2011","5/23/11",,"Securite des vehicules","Detournement arme",0,0,0
514,"Sud Kivu","Communes of Bukavu","Bukavu","Bureau","Ndendere","CFIDH/D-SK","11-May","May-2011","5/25/11",,"Securite des vehicules","Detournement arme",0,0,0
515,"Sud Kivu","Uvira","Katobo","Voie publique","Katobo","UNDSS","11-May","May-2011","5/26/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
516,"Sud Kivu","Uvira","Uvira","Bureau","Uvira centre","AMCAV","11-May","May-2011","5/29/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
517,"Sud Kivu","Mwenga","Tubimbi","Voie publique","Mwenga - Bukavu","CAMPS","11-Jun","June-2011","6/12/11",,"Securite des vehicules","Detournement arme",0,0,0
518,"Sud Kivu","Fizi","Lulimba","Voie publique","Lulimba-Mehembe","ARAL","11-Jun","June-2011","6/20/11",,"Securite des vehicules","Detournement arme",0,0,0
519,"Sud Kivu","Uvira","Itara","Voie publique","Itara-Ndolera","UGEAFI","11-Jun","June-2011","6/29/11",,"Securite des vehicules","Detournement arme",0,0,0
520,"Sud Kivu","Mwenga","Kilungutwe","Voie publique","Kilungutwe-Talama","UNDSS","11-Aug","August-2011","8/7/11",,"Securite des vehicules","Detournement arme",0,1,0
521,"Sud Kivu","Uvira","Uvira","Domicile","Kimanga","UNDSS","11-Aug","August-2011","8/7/11",,"Introduction dans une maison par effraction","Avec violence physique",0,1,0
522,"Sud Kivu","Uvira","Marungu","Voie publique","Moyens Plateaux d'Uvira","UNDSS","11-Aug","August-2011","8/8/11",,"Securite des vehicules","Detournement arme",0,0,0
523,"Sud Kivu","Uvira","Uvira","Domicile","Avenue du Lac"," Quartier Kavinvira","11-Aug","August-2011","8/20/11",,"Introduction dans une maison par effraction","Introduction dans une maison par effraction",0,0,0
524,"Sud Kivu","Uvira","Uvira","Domicile","Avenue du Lac"," Quartier Kavinvira","11-Aug","August-2011","8/20/11",,"Introduction dans une maison par effraction","Introduction dans une maison par effraction",0,0,0
525,"Sud Kivu","Uvira","Runingu","Voie publique","Runingu-Katobo","GIZ","11-Aug","August-2011","8/26/11",,"Securite des vehicules","Detournement arme",0,0,0
526,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","La botte","NRC","11-Aug","August-2011","8/29/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
527,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Quartier Clinique","NRC","11-Aug","August-2011","8/29/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
528,"Sud Kivu","Uvira","Uvira","Bureau","Uvira centre","UNDSS","11-Aug","August-2011","8/29/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
529,"Sud Kivu",,,"Voie publique",,,"11-Aug","August-2011","8/30/11",,"Securite des vehicules","Detournement arme",0,0,0
530,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Cercle Hyppique","NRC","11-Sep","September-2011","9/1/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
531,"Sud Kivu","Uvira","Kahololo","Voie publique","Moyens Plateaux d'Uvira","OXFAM","11-Sep","September-2011","9/3/11",,"Securite des vehicules","Detournement arme",0,0,0
532,"Sud Kivu","Uvira","Kahololo","Voie publique","Hauts Plateux d'Uvira","AMI","11-Sep","September-2011","9/16/11",,"Securite des vehicules","Detournement arme",0,0,0
533,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Nguba","UNDSS","11-Sep","September-2011","9/18/11",,"Autres incidents securitaires","Autres incidents securitaires",0,0,0
534,"Sud Kivu","Uvira","Kahololo","Voie publique","Runingu-Marungu","MSF","11-Sep","September-2011","9/24/11",,"Securite des vehicules","Detournement arme",0,0,0
535,"Sud Kivu","Kabare","Musheshe","Voie publique","Bukavu-Kabare","UNDSS","11-Sep","September-2011","9/29/11",,"Securite des vehicules","Detournement arme",0,0,0
536,"Sud Kivu","Shabunda","Lulingu","Lieu public","Lulingu","RRMP","11-Sep","September-2011","9/29/11",,"Autres incidents securitaires","Autres incidents securitaires",0,0,0
537,"Sud Kivu","Fizi","Malinde1","Voie publique","Mukindje-Lukongo","EBENEZER","11-Oct","October-2011","10/4/11",,"Agression physique","Meurtre",0,0,5
538,"Sud Kivu","Shabunda","Kigulube","Voie publique","Kigulube","OCHA","11-Oct","October-2011","10/4/11",,"Detention physique","Detention",0,0,0
539,"Sud Kivu","Uvira","Lemera","Voie publique","Lemera","ACMEJ","11-Oct","October-2011","10/4/11",,"Securite des vehicules","Detournement arme",0,0,0
540,"Sud Kivu","Uvira","Uvira","Bureau","Uvira centre","UNDSS","11-Oct","October-2011","10/16/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
541,"Sud Kivu","Kalehe","Hombo","Voie publique","Hombo-Bunyakiri","AVSI","11-Oct","October-2011","10/26/11",,"Securite des vehicules","Detournement arme",0,0,0
542,"Sud Kivu","Kalehe","Kalehe","Voie publique","Kalehe centre - Bukavu","UNDSS","11-Nov","November-2011","11/1/11",,"Securite des vehicules","Detournement arme",0,0,0
543,"Sud Kivu","Fizi","Lulimba","Voie publique","Lulimba-Fizi","UNDSS","11-Nov","November-2011","11/2/11",,"Securite des vehicules","cambriolage de voiture",0,0,0
544,"Sud Kivu","Fizi","Sebele","Voie publique","Sebele-Kikonde","FED","11-Nov","November-2011","11/2/11",,"Agression physique","Prise d'otage",0,0,0
545,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Quartier Muhumba","UNDSS","11-Nov","November-2011","11/5/11",,"Securite des vehicules","Detournement arme",0,0,0
546,"Sud Kivu","Uvira","Rubanga","Voie publique","Lemera-Rubanga","AVREO","11-Nov","November-2011","11/19/11",,"Securite des vehicules","Detournement arme",0,0,0
547,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Av. Karhale","PAM","11-Dec","December-2011","12/1/11",,"Vol de rue","Sans violence physique",0,0,0
548,"Sud Kivu","Communes of Bukavu","Bukavu","Domicile","Bugabo","UNDSS","11-Dec","December-2011","12/1/11",,"Introduction dans une maison par effraction","Avec violence physique",0,0,0
549,"Sud Kivu","Communes of Bukavu","Bukavu","Bureau","Ibanda","UNDSS","11-Dec","December-2011","12/16/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
550,"Sud Kivu","Mwenga","Mikenge","Domicile","Mikenge","IRC","11-Dec","December-2011","12/18/11",,"Securite des bureaux","Introduction dans un bureau par effraction",0,0,0
551,"Sud Kivu","Uvira","Uvira","Domicile","Uvira centre","UNDSS","11-Dec","December-2011","12/23/11",,"Introduction dans une maison par effraction","Tentative d'introduction par effraction",0,0,0
552,"Sud Kivu","Uvira","Uvira","Domicile","Q. Nyamianda","PAM","11-Dec","December-2011","12/23/11",,"Introduction dans une maison par effraction","Sans violence physique",0,0,0
553,"Sud Kivu","Communes of Bukavu","Bukavu","Voie publique","Muhumba","UNDSS","11-Dec","December-2011","12/28/11",,"Vol de rue","Avec violence physique",0,0,0
